,0,1,2,3,4,5
0,1.5856658285512177,1.8295095607429115,-1.399096576069351,-0.8513639667770757,-1.0372123002084404,-1.8649646228319305
1,-0.05584078028915421,0.027684692136344783,-0.1333671227212269,-0.3958814701959183,-0.3434765770008847,0.014465371209220193
2,-0.4505161983816968,-0.5758442855879481,0.4507122794637474,3.898614477698047,3.249948999911292,-0.6787785561325453
3,3.8077624370755534,3.4198943640397803,-1.7350193934762252,-1.0506203483779866,-1.41935560907542,-3.9881318433364585
4,-0.44411907864334615,-0.5680928017140846,0.6052539195754805,-0.22278460880639106,-0.1192225363059797,0.6225123797366076
5,-0.4137052705510461,-0.5084872655531587,0.4753888016169333,-0.0447552907159673,0.09602613290661402,0.5598195357677604
6,-0.4210766125955839,-0.5165259440975543,0.44457316500498795,1.0782754947484894,1.223803311620635,0.33771628504449785
7,0.3788559529527642,0.8467260443859702,-1.2393195030513584,-1.1183822418581222,-1.5683828136246671,-0.5734307699021031
8,-0.24238214786749698,-0.1278781811700206,-0.23034255417528157,-0.8689860560491972,-1.0683738960030271,0.2727368280247611
9,1.4740133291217126,1.8282416874819725,-1.4735101212092059,-1.139108883114022,-1.6165934205175134,-1.1714299989354415
10,-0.14252344889678215,0.05228326453203133,-0.5997019684717482,-0.27231442968775765,-0.18174483965388796,-0.05988102363376653
11,-0.3991425874935951,-0.5426148134691754,0.6943025602536815,0.20668882432848934,0.3786654008953292,0.13840624145127992
12,3.7116902338042728,3.3921511329439165,-1.754603954842573,-1.0421876737142797,-1.4016265694270824,-4.1403244353248025
13,-0.511346857041251,-0.7612918355749992,1.1428247439011507,0.2837797115809903,0.4610728407478504,0.7025448405977806
14,0.7481290367819551,1.1838027199400953,-1.3128135017508624,-0.5522470067684861,-0.5617767389551337,-0.2961002334331736
15,-0.3350559297363007,-0.3528238552357129,0.1510284911509137,0.5357199725786576,0.7186305915570332,0.33678842643434836
16,-0.44519588253912407,-0.553104558340028,0.48409795656683247,-0.27249482889411913,-0.18197484921140916,0.6871464965644782
17,-0.001572296173487336,0.2836674698135979,-0.7854302564251944,-0.20274409663277487,-0.09427115495918945,0.15304992506957668
18,-0.4553963055118071,-0.5674954166923313,0.41458928113544685,-0.6492414534707697,-0.7063937154798381,0.7606147773850191
19,-0.08109185919051884,0.13999986311729357,-0.6548465027751009,-0.563506037586482,-0.5781700652311933,-0.08524492396701154
20,-0.44146318295598347,-0.5284097282487643,0.2721910312065346,-0.42763272202716834,-0.386482089760595,0.5236568891338326
21,-0.06127862801096237,0.22426544448444447,-0.7282590026741914,-0.3712474818641437,-0.3105366760488261,0.04427721221771506
22,1.184069159793448,1.544028402601502,-1.36321829118651,2.6005590282942914,2.4074125175095746,-0.2093630478350488
23,-0.5634864187103861,-0.9626784924253606,2.228171371575913,0.8807660807878729,1.0466982384517403,0.7530068494655351
24,-0.3826880539482866,-0.3854454494404827,-0.01283369063818114,0.45079399899854455,0.6336938516825333,0.32666138537013417
25,-0.44467407772888257,-0.5904750417199689,0.7266480979133342,1.4180006061518573,1.513223420687837,0.27444577769178324
26,4.204877607053377,3.641585099215244,-1.7548233292084339,-1.0195386345690634,-1.3548068737484298,-3.6457882445931036
27,-0.25316929284002976,-0.18751090437225998,0.016393800130465114,-0.6596859249907245,-0.7224493887382298,0.1272515328832111
28,-0.48864297382788474,-0.6912948813059586,1.002157381332285,0.26299296269183975,0.4390312047968269,0.8092458767427416
29,-0.49946491693773454,-0.7943149404209141,1.5116233010104632,1.1306731760211284,1.2696369355712656,0.5022909744765333
30,-0.5160983961954878,-0.7740076719196028,1.4077641561072773,0.4722952806005084,0.6553701311034194,0.8982050962337941
31,-0.4943120526685845,-0.687607788003465,0.7403440820160727,1.2527171130823225,1.3746513457979426,0.1609253339909549
32,-0.57854828522992,-0.9954086955597886,2.1316719869665817,0.7572065921451496,0.9321399365211973,0.9807501293021949
33,-0.17477247192692702,-0.01382379884733691,-0.3821113752573682,0.4614617790414113,0.644463331171807,0.07015862750014562
34,1.0046792096577255,1.4494732510932242,-1.3930238603452172,-0.5653529630650395,-0.5808686409019281,-0.36027122181586085
35,-0.4355921411285894,-0.508734102714234,0.22930955559854868,-0.015121594736722505,0.1305456748596384,0.47308269988028717
36,-0.19876617159928306,-0.03794786361286072,-0.4366145219993234,-0.41536169684156243,-0.3697868532328289,0.06443974736084579
37,-0.5609108787622918,-0.9067548825545444,1.530212542268131,0.17954555102952108,0.3492077130673222,0.8608992929181146
38,-0.11783962321479416,0.15000194192929225,-0.748126158777105,0.19858777205352465,0.3698983284968036,-0.3101542540138088
